Date of Accident,Aircraft Type,Aircraft Registration,Operator,Deaths,Location,Country,Category,Year
1980-10-02,lockheed c-130a hercules,56-0504,usaf,4.0,"mcminnville, tn",usa,a1,1980
1980-10-03,douglas c-47a (dc-3),ECT-025,kurfiss aviation,2.0,between madrid a...,mediterranean sea,a1,1980
1980-10-06,douglas dc-6bf,YN-BVI,lanica,0.0,panama city-tocu...,panama,a1,1980
1980-10-08,tupolev tu-154b-2,CCCP-85321,"aeroflot, far east",0.0,chita airport (hta),russia,a1,1980
1980-10-11,bn-2a-26â islander,N851JA,trans island airways,1.0,near ocean cay airport,bahamas,a1,1980
1980-10-12,canadair cl-215,UD.13-13,spanish af,2.0,beniarrã©s,spain,a1,1980
1980-10-13,fokker f-27 friendship 400,PK-PFC,pelita air service,0.0,misool island,indonesia,a1,1980
1980-10-13,boeing 727-2f2,TC-JBJ,thy,1.0,diyarbakir airpo...,turkey,h2,1980
1980-10-14,embraer c-95 bandeirante (emb-110),2143,brazilian af,0.0,sã£o paulo-campo...,brazil,a1,1980
1980-10-15,lockheed cc-130e hercules,130312,canadian armed forces,8.0,"near chapais, qc",canada,a1,1980
1980-10-16,fairchild uc-123k provider,57-6291,usaf,5.0,fort sill-henry ...,usa,a1,1980
1980-10-17,beech 200 super king air,F-GBRP,ãtablissements economique du casino,7.0,near colmar-houssen a...,france,a1,1980
1980-10-23,dh-114 heron 1b,J6-LBC,st. lucia airways,0.0,saint lucia,saint lucia,o1,1980
1980-10-25,boeing 727,Not Reported,continental air lines,0.0,"miami, fl",usa,h2,1980
1980-10-27,bn-2a islander,ZK-IAS,stewart island air services,0.0,stewart island a...,new zealand,a1,1980
1980-10-28,antonov an-12b,CCCP-11104,"aeroflot, international",6.0,near kabul airport (kbl),afghanistan,a1,1980
1980-10-29,lockheed ymc-130h hercules,74-1683,usaf,0.0,valparaiso-wagne...,usa,a1,1980
1980-11-03,convair cv-880,YV-145C,latin carga,4.0,caracas-simon bo...,venezuela,a1,1980
1980-11-04,canadair cl-44d4-1,5B-DAN,cyprus airways,0.0,akrotiri raf (akt),cyprus,a1,1980
1980-11-04,boeing 737-2m2c,D2-TAA,taag,0.0,benguela airport...,angola,a1,1980
1980-11-04,lockheed c-130h hercules,3556,venezuela af,0.0,near caracas-simã³n b...,venezuela,a1,1980
1980-11-04,douglas c-47b (dc-3),TG-BAC,aero express,7.0,near yaxchilã¡n,guatemala,a1,1980
1980-11-06,dc-9,Not Reported,avensa,0.0,havana-josã© mar...,cuba,h2,1980
1980-11-12,lockheed c-141b starlifter,67-0030,usaf,13.0,near cairo west air base,egypt,a1,1980
1980-11-12,convair cv-600,CX-BJL,arco,0.0,buenos aires-jor...,argentina,h2,1980
1980-11-12,antonov an-2r,SP-CNI,aprl,0.0,drzenin,poland,a1,1980
1980-11-13,douglas c-47 (dc-3),FAC-1131,satena,0.0,near subachoque,colombia,a1,1980
1980-11-15,curtiss c-46a,N355BY,private,0.0,near norman's cay,bahamas,a1,1980
1980-11-17,bn-2a trislander mk.iii,VH-BSG,"bush pilots airways, op.for provincial air services",4.0,annanberg-nodabu...,p.n. guinea,a1,1980
1980-11-17,bae nimrod mr.2,XV256,raf,2.0,near forres-kinloss r...,u.k.,a1,1980
1980-11-19,boeing 747-2b5b,HL7445,kal,14.0,seoul-gimpo (kim...,south korea,a1,1980
1980-11-21,boeing 727-92c,N18479,"air micronesia, lsf continental air lines",0.0,"yap airport, wes...",micronesia,a1,1980
1980-11-21,antonov an-26,Not Reported,soviet af,0.0,near menongue,angola,c1,1980
1980-11-24,douglas c-47a (dc-3),HK-1221G,direcciã³n general de aduanas,15.0,near murri,colombia,a1,1980
1980-11-24,douglas dc-4-1009,6903,south african af,0.0,johannesburg-ran...,south africa,o1,1980
1980-11-28,douglas dc-6a,N844TA,miami air lease,4.0,near bimini,bahamas,a1,1980
1980-11-28,douglas dc-7b,N816D,central air services,2.0,near pecos city airpo...,usa,a1,1980
1980-11-29,dhc-4a caribou,M21-12,royal malaysian af,0.0,simanggang,malaysia,a1,1980
1980-11-30,boeing 707-131b,N797TW,twa,0.0,san francisco in...,usa,a1,1980
1980-12-02,douglas c-54q (dc-4),N96449,"u.s. forest service, opb waig aircraft",2.0,"near indio, ca",usa,a1,1980
1980-12-02,douglas c-54g (dc-4),N406WA,"u.s. forest service, opb waig aircraft",0.0,"near indio, ca",usa,a2,1980
1980-12-04,antonov an-24v,SP-LTB,lot,0.0,berlin-tempelhof...,germany,h2,1980
1980-12-05,dc-9-51,YV-33C,lav,0.0,higuerote airpor...,venezuela,h2,1980
1980-12-10,dc-9-32,I-DIKC,alitalia,0.0,milano-linate ai...,italy,a2,1980
1980-12-12,antonov an-26,Not Reported,soviet af,5.0,angola/namibia b...,angola,c1,1980
1980-12-15,boeing 727-59,HK-1337,avianca,0.0,havana-josã© mar...,cuba,h2,1980
1980-12-16,bn-2a trislander mk.iii-2,VH-EGU,eagle airways,2.0,"near tumut, ns",australia,a1,1980
1980-12-18,douglas c-47a (dc-3),3711,zimbabwe af,0.0,near marandellas,zimbabwe,u1,1980
1980-12-19,rockwell 1121 jet commander,N29LB,langham petroleum,3.0,"many, la",usa,a1,1980
1980-12-19,cc-123 otter (dhc-3),9407,canadian armed forces,4.0,"slide mountain, ny",usa,a1,1980
1980-12-19,consolidated pby-5a catalina,C-FIGJ,gov. of newfoundland and labrador,0.0,"sherbrooke, qc",canada,a1,1980
1980-12-20,boeing 707-321f,HK-2410X,aerotal colombia,0.0,bogotã¡-eldorado...,colombia,a1,1980
1980-12-20,tupolev tu-134,DM-SCB,interflug,0.0,poprad/tatry air...,slovakia,h2,1980
1980-12-21,se-210 caravelle vi-r,HK-1810,tac colombia,70.0,near riohacha,colombia,a1,1980
1980-12-22,lockheed l-1011 tristar 200,HZ-AHJ,saudi arabian,2.0,near qatar,qatar,a2,1980
1980-12-26,beech hawker bh-125-400a,XA-CUZ,sarsa,3.0,near cancãºn airport ...,mexico,a1,1980
1980-12-27,douglas c-47b (dc-3),N54605,visionair international,0.0,reykjavã­k domes...,iceland,o1,1980
1981-01-06,tupolev tu-134b,CCCP-65698,"aeroflot, latvia",0.0,adler/sochi airp...,russia,a1,1981
1981-01-08,boeing 720-047b,AP-AXK,pia,0.0,karachi internat...,pakistan,a1,1981
1981-01-08,lockheed l-188a electra,HR-SAW,sahsa,6.0,near guatemala city-l...,guatemala,a1,1981
1981-01-08,douglas c-47b (dc-3),HEK-15,turkish af,0.0,izmir-cigli air ...,turkey,a1,1981
1981-01-10,antonov an-24v,SP-LTB,lot,0.0,warszawa-okecie ...,poland,h2,1981
1981-01-10,douglas dc-3,VT-AUR,maharashtra government,0.0,karad airport,india,a2,1981
1981-01-11,douglas c-47a (dc-3),ET-AGW,ethiopian airlines,0.0,bahar dar airpor...,ethiopia,a1,1981
1981-01-12,douglas dc-3d,N137H,sun valley,0.0,agua negro ranch...,mexico,a1,1981
1981-01-14,bristol 170 freighter 31e,ZK-CAM,safe air,0.0,blenheim-woodbou...,new zealand,a1,1981
1981-01-14,lockheed c-130e hercules,69-6581,usaf,9.0,ramstein afb  (rms),germany,a1,1981
1981-01-15,dc-8-61,N913R,"saudi arabian, lsf ona",0.0,luxembourg-finde...,luxembourg,o1,1981
1981-01-15,breguet sp-13a atlantic,255,dutch navy,3.0,near inner hebrides,atlantic ocean,a1,1981
1981-01-18,lockheed p-3a orion,152161,us navy,0.0,whidbey island-n...,usa,a1,1981
1981-01-18,shorts sc.7 skyvan 3-100,8R-GFF,guyana caa,4.0,within kamoa mountains,guyana,a1,1981
1981-01-20,beech 99a,N390CA,cascade airways,7.0,near spokane internat...,usa,a1,1981
1981-01-21,cessna 500 citation i,N501GP,georgia pacific corp.,5.0,bluefield-mercer...,usa,a1,1981
1981-01-28,douglas dc-3,PP-ZNU,sudene,0.0,"petrolina, pe",brazil,a1,1981
1981-02-03,dc-10-30,AP-AXE,pia,0.0,karachi internat...,pakistan,o1,1981
1981-02-05,lockheed l-1011 tristar,Not Reported,eastern air lines,0.0,san juan-isla ve...,puerto rico,h2,1981
1981-02-06,boeing 727,Not Reported,avianca,0.0,cãºcuta,colombia,h2,1981
1981-02-07,tupolev tu-104a,CCCP-42332,soviet navy,50.0,near leningrad,russia,a1,1981
1981-02-10,curtiss c-46d,CP-1588,t.a. universal,0.0,caravani,bolivia,u1,1981
1981-02-11,lockheed l-1329 jetstar 731,N520S,texasgulf aviation,8.0,westchester coun...,usa,a1,1981
1981-02-11,morane saulnier (fma) ms.760a paris ia,E-218,argentine af,2.0,"near mendoza, md",argentina,a1,1981
1981-02-12,ilyushin il-14t,CCCP-04188,"aeroflot, central region",2.0,"krenkel station,...",russia,a1,1981
1981-02-13,boeing 737-2a8,VT-EAI,indian airlines,0.0,madras airport (...,india,a2,1981
1981-02-17,boeing 737-293,N468AC,air california,0.0,santa ana-john w...,usa,a1,1981
1981-02-18,let l-410m,CCCP-67273,"aeroflot, yakutsk",0.0,not reported,russia,o1,1981
1981-02-24,embraer emb-110p bandeirante,PT-GLB,votec,11.0,"belã©m airport, ...",brazil,a1,1981
1981-02-26,lockheed mc-130e combat talon i,64-0564,usaf,23.0,near tabones island,philippines,a1,1981
1981-02-27,dhc-6 twin otter 300,C-FCSV,canadian dot,2.0,"galt, on",canada,a1,1981
1981-03-02,douglas c-47b (dc-3),HK-2497,lansa,0.0,near anapoima,colombia,a2,1981
1981-03-02,boeing 720-030b,AP-AZP,pia,1.0,"kabul, damascus",syria,h2,1981
1981-03-02,canadair cl-215,UD.13-02,spanish af,4.0,pantano de buendã­a,spain,a1,1981
1981-03-05,boeing 727,Not Reported,continental air lines,0.0,los angeles inte...,usa,h2,1981
1981-03-08,antonov an-24t,CCCP-46280,"aeroflot, central region",0.0,near kursk-vostochny ...,russia,a1,1981
1981-03-10,breguet 1150 atlantic,29,french navy,18.0,near moroni-prince sa...,comoros,a1,1981
1981-03-10,embraer c-95 bandeirante (emb-110),2168,brazilian af,0.0,"rio de janeiro, rj",brazil,a1,1981
1981-03-11,fokker f-28 fellowship 2000,9G-ACA,ghana airways,0.0,accra-kotoka air...,ghana,a1,1981
1981-03-15,dhc-6 twin otter 300,C-FDHT,bradley air services,0.0,station nord,greenland,u1,1981
1981-03-15,boeing rc-135s cobra ball ii,61-2664,usaf,6.0,"shemya afb, ak (...",usa,a1,1981
1981-03-15,beech 200 super king air,YV-257CP,inversiones rizo c. a.,0.0,unknown location,unknown country,u1,1981
1981-03-16,douglas c-47a (dc-3),C-FIRW,air inuit,0.0,"lac bienville, qc",canada,a1,1981
1981-03-18,beech a100 king air,N999CR,crutcher resources corp.,0.0,"houston, tx",usa,a1,1981
1981-03-25,douglas dc-3-322,N3VB,sun valley,0.0,near san luis potosã­,mexico,a1,1981
1981-03-26,antonov an-24v,SP-LTU,lot,1.0,near slupsk-redzikowo...,poland,a1,1981
1981-03-26,fokker f-27 friendship 400,5A-DBR,libyan arab airlines,0.0,not reported,chad,a1,1981
1981-03-26,ilyushin il-18d,VN-B190?,hã¢ng khã´ng viãªtnam,0.0,hoa binh,vietnam,a1,1981
1981-03-27,boeing 737-2k6,HR-SHA,sahsa,0.0,"managua, panama ...",panama,h2,1981
1981-03-28,dc-9-32,PK-GNJ,garuda,4.0,bangkok-don muan...,thailand,h2,1981
1981-03-28,douglas c-54b (dc-4),N98AS,"caribbean air cargo, lsf tuky air transport",1.0,near st. croix,u.s. virgin isl.,a1,1981
1981-03-29,boeing 707-329,OO-SJA,sobelair,0.0,brussel-zaventem...,belgium,a1,1981
1981-03-29,lockheed l-1329 jetstar i,N267L,alco aviation,0.0,london-luton air...,u.k.,a1,1981
1981-03-29,potez 840,F-BMCY,club aã©ronautique de paris,0.0,sumburgh airport...,u.k.,a1,1981
1981-04-02,swearingen sa226-tc metro ii,VH-BPL,bush pilots airways,0.0,"emerald airport,...",australia,a1,1981
1981-04-02,douglas c-47a (dc-3),N258M,skytrain air,3.0,near palaãº de abajo,mexico,a1,1981
1981-04-06,douglas c-47a (dc-3),CP-1470,urcupina,7.0,laguna soliz,bolivia,a1,1981
1981-04-07,learjet 23,N400PG,freedom international,1.0,near cincinnati munic...,usa,a2,1981
1981-04-10,airbus a300b,Not Reported,eastern air lines,1.0,miami internatio...,usa,h2,1981
1981-04-17,handley page hp-137 jetstream iii,N11360,air us,13.0,near fort collins/lov...,usa,a1,1981
1981-04-21,douglas c-53-do (dc-3),F-BJBY,hã©met exploration,4.0,near puerto de andrai...,mediterranean sea,a1,1981
1981-04-24,lockheed l-100-20 hercules,FAP-396,peruvian af,0.0,near san juan,peru,a1,1981
1981-04-28,douglas c-47a (dc-3),PK-OBK,airfast indonesia,9.0,near pekanbaru,indonesia,a1,1981
1981-04-28,antonov an-2tp,CCCP-92864,"aeroflot, yakutsk",12.0,near lazo,russia,a1,1981
1981-05-01,vickers 832 viscount,PK-RVN,mandala airlines,0.0,semarang-achmad ...,indonesia,a1,1981
1981-05-02,bae-125-700a,XA-KEW,sarsa,4.0,near monterrey,mexico,a1,1981
1981-05-02,boeing 737-248c,EI-ASD,aer lingus,0.0,le touquet airpo...,france,h2,1981
1981-05-03,antonov an-2r,CCCP-70836,"aeroflot, azerbaijan",2.0,"near voskhod, krasnod...",russia,a1,1981
1981-05-04,gaf nomad n.22b,P2-011,png defence force,2.0,near vanimo,p.n. guinea,a1,1981
1981-05-06,boeing ec-135n,61-0328,usaf,21.0,"near walkersville, md",usa,a1,1981
1981-05-07,bac one-eleven 529fr,LV-LOX,austral lineas aã©reas,31.0,near buenos aires-jor...,argentina,a1,1981
1981-05-09,dhc-4a caribou,C-GVGU,propair,0.0,"mount joli, qc",canada,a1,1981
1981-05-09,douglas c-47 (dc-3),N60705,sky train air,0.0,vicente guerro,mexico,a1,1981
1981-05-15,shorts sc.7 skyvan 3-200,N70DA,gifford aviation,0.0,"slate creek, ak",usa,a1,1981
1981-05-16,lockheed l-100-20 hercules,D2-EAS,taag,4.0,near menongue airport...,angola,c1,1981
1981-05-20,convair cv-440-11,XA-HEK,aero lã©on,18.0,pinarete mountain,mexico,a1,1981
1981-05-21,antonov an-2p,CCCP-35198,"aeroflot, yakutsk",0.0,not reported,russia,a1,1981
1981-05-22,dhc-6 twin otter 300,HC-BAX,tame ecuador,18.0,near zumba,ecuador,a1,1981
1981-05-24,dc-9-32,TC-JAL,thy,0.0,bourgas airport ...,bulgaria,h2,1981
1981-05-24,beech 200 super king air,FAE-723,ecuador air force,9.0,huairapungo moun...,ecuador,a1,1981
1981-05-24,douglas c-47b (dc-3),6878,south african af,0.0,johannesburg-ran...,south africa,o1,1981
1981-05-29,lockheed c-130h hercules,SU-BAH/1276,egyptian af,17.0,near cairo west air base,egypt,a1,1981
1981-05-31,dassault falcon 20c,7T-VRE,algerian government,3.0,near bamako airport (...,mali,a1,1981
1981-06-02,bn-2a-7 islander,N28377,pinders,0.0,"near nassau, bahamas",atlantic ocean,a1,1981
1981-06-04,convair c-131e (cv-440),N121CA,command aviation,0.0,dillingham munic...,usa,a1,1981
1981-06-05,learjet 23,F-GAMA,transair france,0.0,unknown,unknown country,u1,1981
1981-06-05,fokker f-27 friendship 600,AP-AXF,pia,0.0,gilgit airport (...,pakistan,a1,1981
1981-06-07,antonov an-2m,CCCP-02357,"aeroflot, ukraine",0.0,voroshilovgrad r...,russia,a1,1981
1981-06-07,fokker f-27 friendship 400,XY-ADN,burma airways,0.0,thandwe airport ...,myanmar,a1,1981
1981-06-11,boeing 707-341c,PP-VJT,varig,0.0,manaus-eduardo g...,brazil,a1,1981
1981-06-12,dhc-3 otter,C-FRHW,trans-provincial airlines,0.0,"near smithers, bc",canada,a2,1981
1981-06-13,tupolev tu-154,CCCP-85029,"aeroflot, moscow",0.0,bratsk airport (...,russia,a1,1981
1981-06-13,bn-2a-8 islander,B-11108,taiwan airlines,2.0,near hualien airport ...,taiwan,a1,1981
1981-06-13,antonov an-2r,CCCP-07712,"aeroflot, latvia",2.0,near saldus,latvia,a1,1981
1981-06-14,ilyushin il-14m,CCCP-41838,"aeroflot, east siberia",48.0,near ust'-barguzin,russia,a1,1981
1981-06-15,bn-2a-20 islander,P2-ISA,talair,0.0,rabaul-lakunai a...,p.n. guinea,a2,1981
1981-06-16,hal-748,VT-DXI,indian airlines,0.0,near tirupati airport...,india,a1,1981
1981-06-17,douglas c-47a (dc-3),HK-1078,el venado,2.0,near miraflores airpo...,colombia,a1,1981
1981-06-19,hawker siddeley hs-125-1a,N6SS,flight management,0.0,near narsarsuaq,greenland,a2,1981
1981-06-24,douglas dc-3-209a,N18949,nathaniel hawthorne college,0.0,"west deering, nh",usa,a1,1981
1981-06-25,douglas c-47 (dc-3),FAC-1129,satena,0.0,villavicencio ai...,colombia,a1,1981
1981-06-26,hawker siddeley hs-748,G-ASPL,dan-air services,3.0,nailstone,u.k.,a1,1981
1981-06-27,fairchild c-119g flying boxcar,N8682,hawkins & powers,0.0,"near bettles, ak",usa,a1,1981
1981-06-28,tupolev tu-134a,CCCP-65871,"aeroflot, ukraine",0.0,simferopol airpo...,ukraine,a1,1981
1981-07-01,douglas r4d-1 (dc-3),N111ST,united aircraft services,3.0,pilot point airp...,usa,a1,1981
1981-07-05,boeing 707-327c,OD-AGW,tma,0.0,beirut internati...,lebanon,o1,1981
1981-07-08,fairchild c-119c flying boxcar,N13742,hemet valley flying service,2.0,"near frazier park, ca",usa,a1,1981
1981-07-09,howard 500,C-GKFN,kelowna flightcraft,3.0,toronto internat...,canada,a1,1981
1981-07-10,lockheed l-1011 tristar,Not Reported,eastern air lines,0.0,havana,cuba,h2,1981
1981-07-12,consolidated pby-6a super catalina,C-GFFJ,flying firemen,0.0,"jackson lake, on",canada,a1,1981
1981-07-14,douglas sc-54g (dc-4),N3373F,aero union,3.0,"near kenai airport, a...",usa,a1,1981
1981-07-15,martin 4-0-4,CP-1318,camba,0.0,beni,bolivia,u1,1981
1981-07-15,beech 200 super king air,N631SR,puget sound tug & barge co.,6.0,near king cove airpor...,usa,a1,1981
1981-07-15,antonov an-2t,CCCP-01883,"aeroflot, east siberia",0.0,"kedrovy, bodaybi...",russia,a1,1981
1981-07-18,canadair cl-44d4-6,LV-JTN,tar,4.0,near yerevan,armenia,a1,1981
1981-07-20,fokker f-27 friendship 600rf,6O-SAY,somali airlines,50.0,near balad,somalia,a1,1981
1981-07-20,bn-2a-6 islander,N116DW,dorado wings,0.0,san juan-isla ve...,puerto rico,a1,1981
1981-07-21,antonov an-24v,SP-LTI,lot,0.0,berlin-tempelhof...,germany,h2,1981
1981-07-21,antonov an-2r,YR-PVJ,aviatia utilitara,0.0,near stupina,romania,a1,1981
1981-07-24,dhc-6 twin otter 300,5R-MGB,air madagascar,19.0,near maroantsetra air...,madagascar,a1,1981
1981-07-25,douglas dc-3a,HK-772,transamazonica colombia,3.0,near carurãº airport ...,colombia,a1,1981
1981-07-27,dc-9-32,XA-DEN,aeromã©xico,30.0,chihuahua-gen fi...,mexico,a1,1981
1981-07-30,antonov an-2r,CCCP-07422,"aeroflot, kazakstan",0.0,chimkent region,kazakhstan,a1,1981
1981-07-31,curtiss c-46d,CC-CAT,latisa,5.0,near cochrane airport...,chile,a1,1981
1981-07-31,dhc-6 twin otter 300,FAP-205,panamese af,7.0,near coclecito,panama,a1,1981
1981-08-01,ilyushin il-14m,CCCP-91517,"aeroflot, magadan",11.0,near utichiy island,russia,a1,1981
1981-08-01,douglas c-47b (dc-3),F-BJHC,hã©met exploration,6.0,near beira,mozambique,c1,1981
1981-08-03,douglas c-53 (dc-3),FAC-1128,satena,0.0,near cali-palmaseca a...,colombia,a1,1981
1981-08-05,antonov an-24v,SP-LTI,lot,0.0,gdansk airport (...,poland,h2,1981
1981-08-07,douglas c-47b (dc-3),CC-CBW,aerocor - aerolineas cordillera,0.0,near coyhaique airpor...,chile,a2,1981
1981-08-09,antonov an-2tp,CCCP-29354,kamchatka civil aviation prod. ass.,0.0,near palana,russia,a1,1981
1981-08-10,ford 5-at-b tri-motor,N76GC,grand canyon airlines,0.0,las vegas-mccarr...,usa,o1,1981
1981-08-11,douglas dc-4,HK-136,sadelca colombia,0.0,not reported,colombia,a1,1981
1981-08-11,antonov an-24v,SP-LTT,lot,0.0,katowice-pyrzowi...,poland,h2,1981
1981-08-18,vickers 745d viscount,N7407,airgo,0.0,within florida?,usa,o1,1981
1981-08-19,hal-748,VT-DXF,indian airlines,0.0,mangalore-bajpe ...,india,a1,1981
1981-08-22,boeing 737-222,B-2603,feat,110.0,"near sanyi township, ...",taiwan,a1,1981
1981-08-22,antonov an-24v,SP-LTC,lot,0.0,berlin-tempelhof...,germany,h2,1981
1981-08-24,antonov an-24rv,CCCP-46653,"aeroflot, far east",31.0,near zavitinsk,russia,a1,1981
1981-08-25,bn-2a-21 islander,7P-LAE,lesotho airways,0.0,sekakes airport ...,lesotho,a1,1981
1981-08-26,vickers 745d viscount,HK-1320,aeropesca colombia,50.0,near florencia,colombia,a1,1981
1981-08-27,douglas c-47b (dc-3),ET-AGX,rrc air services,0.0,dire dawa airpor...,ethiopia,a1,1981
1981-08-29,yakovlev yak-40,CCCP-87346,"aeroflot, far east",3.0,zeya,russia,a1,1981
1981-08-31,boeing 720-023b,OD-AFR,mea,0.0,beirut internati...,lebanon,c1,1981
1981-09-02,embraer emb-110p1 bandeirante,HK-2651,el venado,20.0,near paipa-juan jose ...,colombia,a1,1981
1981-09-07,kaiser-frazer c-119l flying boxcar,N8504W,private,0.0,dahl creek airpo...,usa,a1,1981
1981-09-07,bn-2a trislander mk.iii,C-GSZI,questor surveys,0.0,"near baker lake, nu",canada,a1,1981
1981-09-08,tupolev tu-154b-2,CCCP-85448,"aeroflot, uralsk",0.0,tashkent airport...,uzbekistan,o1,1981
1981-09-09,antonov an-2r,SP-WMN,zua,0.0,zagrodno,poland,a1,1981
1981-09-09,antonov an-2r,CCCP-07601,"aeroflot, privolzhsk",0.0,namangan region,uzbekistan,a1,1981
1981-09-13,antonov an-2r,CCCP-32475,"aeroflot, privolzhsk",0.0,near saratov,russia,a1,1981
1981-09-15,boeing 747-230b,HL7447,kal,0.0,manila airport (...,philippines,a2,1981
1981-09-16,antonov an-2tp,CCCP-40523,"aeroflot, yakutsk",0.0,not reported,russia,a1,1981
1981-09-18,yakovlev yak-40,CCCP-87455,"aeroflot, east siberia",33.0,near zheleznogorsk-il...,russia,a1,1981
1981-09-18,antonov an-24v,SP-LTG,lot,0.0,berlin-tempelhof...,germany,h2,1981
1981-09-18,bn-2a-27 islander,G-BDNP,jea,0.0,"st. andrew, guer...",u.k.,a1,1981
1981-09-21,lockheed c-130h hercules,74-1672,usaf,7.0,near indian springs-a...,usa,a1,1981
1981-09-22,lockheed l-1011 tristar 1,N309EA,eastern air lines,0.0,near newark internati...,usa,a2,1981
1981-09-22,antonov an-24v,SP-LTK,lot,0.0,warszawa-okecie ...,poland,h2,1981
1981-09-22,dc-10-30cf,N101TV,air florida,0.0,miami internatio...,usa,a2,1981
1981-09-26,boeing 727-2h9,YU-AKF,jat,0.0,larnaca airport ...,cyprus,h2,1981
1981-09-29,lockheed c-130h hercules,5-8552,iran af,80.0,kahrisak,iran,a1,1981
1981-09-29,antonov an-24v,SP-LTP,lot,0.0,warszawa-okecie ...,poland,h2,1981
1981-09-29,boeing 737-200,Not Reported,indian airlines,0.0,lahore airport (...,pakistan,h2,1981
1981-10-01,learjet 24,N44CJ,sky train air,3.0,"near felt, ok",usa,a1,1981
1981-10-02,cc-123 otter (dhc-3),9417,canadian armed forces,3.0,near lac-saint-franã§...,canada,a1,1981
1981-10-05,bac one-eleven,Not Reported,usair,0.0,buffalo-greater ...,usa,h2,1981
1981-10-06,fokker f-28 fellowship 4000,PH-CHI,nlm cityhopper,17.0,near moerdijk,netherlands,a1,1981
1981-10-07,douglas c-47a (dc-3),ET-AHR,ethiopian airlines,0.0,dessie-combolcha...,ethiopia,a1,1981
1981-10-08,fairchild f-27m,N777DG,pacific alaska,0.0,fairbanks intern...,usa,o1,1981
1981-10-12,lockheed c-130h hercules,CNA-OH,moroccan af,5.0,guelta zammour,western sahara,c1,1981
1981-10-13,boeing 737-2k2c,PH-TVC,air malta,0.0,cairo internatio...,egypt,c2,1981
1981-10-21,curtiss c-46a,HK-388,aeropesca colombia,0.0,near florencia,colombia,h1,1981
1981-10-21,tupolev tu-154b,HA-LCF,malev,0.0,praha-ruzyne air...,czech rep.,a1,1981
